Id,Country,City,Latitude,Longitude,NCTNumber,Disease,Condition,Intervention,Phases,Enrollment,PrincipalInvestigationLocation
1680,germany,frankfurt,50.116667,8.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1681,germany,frankfurt,50.116667,8.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1682,germany,frankfurt,50.116667,8.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1683,germany,freiburg,48,7.85,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1684,germany,fulda,50.55,9.666667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1685,germany,geldern,51.516667,6.333333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1686,germany,gelnhausen,50.2,9.183333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1687,germany,gelsenkirchen,51.516667,7.05,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1688,germany,gilching,48.116667,11.3,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1689,germany,gladenbach,50.766667,8.566667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1690,germany,gottingen,51.533333,9.933333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1691,germany,greifswald,54.1,13.383333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1692,germany,grevenbroich,51.083333,6.583333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1693,germany,griesheim,49.862778,8.575278,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1694,germany,gutersloh,51.9,8.383333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1695,germany,gummersbach,51.033333,7.55,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1696,germany,gottingen,51.533333,9.933333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1697,germany,haar,48.1,11.733333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1698,germany,hagen,51.35,7.466667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1699,germany,halle,51.5,12,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1700,germany,halle,51.5,12,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1701,germany,hamburg,53.55,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1702,germany,hamburg,53.55,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1703,germany,hamburg,53.55,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1704,germany,hamburg,53.55,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1705,germany,hamburg,53.55,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1706,germany,hamburg,53.55,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1707,germany,hanover,52.366667,9.716667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1708,germany,hanover,52.366667,9.716667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1709,germany,hanover,52.366667,9.716667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1710,germany,heidelberg,49.416667,8.7,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1711,germany,heidenheim,48.683333,10.15,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1712,germany,herford,52.133333,8.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1713,germany,herford,52.133333,8.683333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1714,germany,hildesheim,52.15,9.966667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1715,germany,homburg,49.316667,7.333333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1716,germany,hoppegarten,52.483333,14.016667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1717,germany,ibbenburen,52.266667,7.733333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1718,germany,idar-oberstein,49.7,7.3,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1719,germany,itzehoe,53.916667,9.516667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1720,germany,jena,50.933333,11.583333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1721,germany,jena,50.933333,11.583333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1722,germany,julich,50.933333,6.366667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1723,germany,kaiserslautern,49.45,7.75,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1724,germany,kaltenkirchen,53.833333,9.966667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1725,germany,kandel,49.089167,8.184167,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1726,germany,karlstadt,49.960278,9.772222,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1727,germany,kassel,51.316667,9.5,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1728,germany,kiel,54.333333,10.133333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1729,germany,klingenmunster,49.140556,8.018611,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1730,germany,koln,50.933333,6.95,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1731,germany,koln,50.933333,6.95,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1732,germany,korbach,51.283333,8.866667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1733,germany,krefeld,51.333333,6.566667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1734,germany,krefeld,51.333333,6.566667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1735,germany,koln,50.933333,6.95,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1736,germany,konigsbruck,51.266667,13.9,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1737,germany,landshut,48.533333,12.15,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1738,germany,lappersdorf,49.056944,12.09,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1739,germany,leipzig,51.3,12.333333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1740,germany,leipzig,51.3,12.333333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1741,germany,leipzig,51.3,12.333333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1742,germany,leverkusen,51.016667,6.983333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1743,germany,lohr,49.993611,9.578333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1744,germany,ludwigshafen,49.481111,8.435278,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1745,germany,ludwigshafen,49.481111,8.435278,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1746,germany,eisleben,52.15,11.216667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1747,germany,luneburg,53.25,10.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1748,germany,lunen,51.616667,7.516667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1749,germany,magdeburg,52.166667,11.666667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1750,germany,magdeburg,52.166667,11.666667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1751,germany,mannheim,49.488333,8.464722,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1752,germany,mannheim,49.488333,8.464722,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1753,germany,mannheim,49.488333,8.464722,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1754,germany,marburg,50.816667,8.766667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1755,germany,meisenheim,49.716667,7.666667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1756,germany,minden,52.283333,8.916667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1757,germany,minden,52.283333,8.916667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1758,germany,mittweida,50.983333,12.983333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1759,germany,muenster,51.966667,7.633333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1760,germany,monchengladbach,51.2,6.433333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1761,germany,mulheim,51.433333,6.883333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1762,germany,munich,48.15,11.5833,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1763,germany,munich,48.15,11.5833,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1764,germany,munich,48.15,11.5833,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1765,germany,munster,51.966667,7.633333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1766,germany,nagold,48.55,8.716667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1767,germany,naumburg,51.15,11.816667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1768,germany,ulm,48.4,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1769,germany,neuburg,49.346667,12.384444,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1770,germany,neuruppin,52.933333,12.8,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1771,germany,neustadt an der weinstrasse,49.356667,8.137778,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1772,germany,neusass,48.4,10.833333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1773,germany,nurnberg,49.447778,11.068333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1774,germany,offenbach,50.1,8.766667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1775,germany,oldenburg,53.166667,8.2,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1776,germany,oldenburg,53.166667,8.2,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1777,germany,osnabruck,52.266667,8.05,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1778,germany,osnabruck,52.266667,8.05,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1779,germany,osnabruck,52.266667,8.05,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1780,germany,papenburg,53.066667,7.4,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1781,germany,pforzheim,48.883333,8.7,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1782,germany,potsdam,52.4,13.066667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1783,germany,prien,47.866667,12.333333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1784,germany,quakenbruck,52.683333,7.95,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1785,germany,querfurt,51.383333,11.6,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1786,germany,ravensburg,47.783333,9.616667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1787,germany,recklinghausen,51.616667,7.2,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1788,germany,regensburg,49.015,12.095556,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1789,germany,remscheid,51.183333,7.2,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1790,germany,rostock,54.083333,12.133333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1791,germany,rudersdorf,52.45,13.783333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1792,germany,sande,53.5,8,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1793,germany,schwalmstadt,50.933333,9.216667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1794,germany,schwerin,53.633333,11.383333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1795,germany,siegen,50.866667,8.033333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1796,germany,singen,47.766667,8.833333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1797,germany,sinsheim,49.255278,8.877222,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1798,germany,sankt ingbert,49.283333,7.116667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1799,germany,stade,53.6,9.483333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1800,germany,stadtroda,50.85,11.733333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1801,germany,stralsund,54.3,13.1,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1802,germany,stuttgart,48.766667,9.183333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1803,germany,stuttgart,48.766667,9.183333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1804,germany,stuttgart,48.766667,9.183333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1805,germany,stuttgart,48.766667,9.183333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1806,germany,telgte,51.983333,7.783333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1807,germany,teupitz,52.116667,13.616667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1808,germany,troisdorf,50.816667,7.166667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1809,germany,tubingen,48.533333,9.05,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1810,germany,ulm,48.4,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1811,germany,ulm,48.4,10,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1812,germany,unterhaching,48.05,11.633333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1813,germany,wasserburg,48.066667,12.233333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1814,germany,wendlingen,48.683333,9.383333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1815,germany,wermsdorf,51.283333,12.95,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1816,germany,westerstede,53.25,7.933333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1817,germany,wiesbaden,50.083333,8.25,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1818,germany,wiesbaden,50.083333,8.25,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1819,germany,wolfratshausen,47.916667,11.416667,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1820,germany,wuppertal,51.266667,7.183333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1821,germany,wuppertal,51.266667,7.183333,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1822,germany,wurzburg,49.787778,9.936111,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1823,germany,wurzburg,49.787778,9.936111,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1824,germany,zwickau,50.733333,12.5,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1825,germany,ohringen,49.201667,9.503889,NCT01585298,Multiple Sclerosis,RRMS,Drug,Phase 4,7000,Novartis Investigative Site
1826,united states of america,seattle,47.6063889,-122.3308333,NCT02474940,Multiple Sclerosis,All,Behavioral,N/A,30,University of Washington - Ninth and Jefferson Building
1827,united states of america,tucson,32.2216667,-110.9258333,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
1828,united states of america,fullerton,33.8702778,-117.9244444,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
1829,united states of america,la jolla,32.8472222,-117.2733333,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
1830,united states of america,maitland,28.6275,-81.3633333,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
1831,united states of america,miami,25.7738889,-80.1938889,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
1832,united states of america,tampa,27.9472222,-82.4586111,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
1833,united states of america,farmington hills,42.4852778,-83.3772222,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
1834,united states of america,golden valley,45.0097222,-93.3488889,NCT02545868,Multiple Sclerosis,RRMS,Biological,Phase 3,100,Hoffmann-La Roche Investigative Site
