Id,Country,City,Latitude,Longitude,Population,IdProche,NCTNumber,Disease,Condition,Intervention,Phases,Enrollment,PrincipalInvestigationLocation
1442,united states of america,seattle,47.6063889,-122.3308333,569369,1442,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1443,united states of america,tacoma,47.2530556,-122.4430556,196957,73,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1444,canada,calgary,51.083333,-114.083333,968475,1444,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1445,canada,edmonton,53.55,-113.5,822319,1445,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1446,canada,montreal,45.5,-73.583333,3268513,1446,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1447,canada,montreal,45.5,-73.583333,3268513,1447,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1448,canada,trois-rivieres,46.35,-72.55,119693,0,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1449,canada,quebec,46.8,-71.25,645623,1449,NCT02637856,Multiple Sclerosis,RRMS,Drug,Phase 3,600,Hoffmann-La Roche Investigational Site
1450,belgium,brussels,50.833333,4.333333,1019022,1450,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1451,belgium,gent,51.05,3.716667,231493,1012,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1452,belgium,la louviere,50.466667,4.183333,76668,1012,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1453,czech republic,brno,49.2,16.633333,377407,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1454,czech republic,hradec kralove,50.207744,15.829455,97427,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1455,czech republic,jihlava,49.4,15.583333,50818,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1456,czech republic,ostrava,49.811852,18.255282,317136,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1457,denmark,kobenhavn,55.666667,12.583333,591481,1457,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1458,denmark,odense,55.393475,10.394935,145931,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1459,denmark,aarhus,56.153423,10.22553,264716,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1460,france,strasbourg,48.600381,7.787355,273506,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1461,france,dijon,47.316667,5.016667,153692,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1462,france,rennes,48.111981,-1.674291,213334,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1463,france,bron,45.740218,4.922415,36263,523,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1464,france,amiens,49.9,2.3,138816,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1465,france,lille,50.632971,3.058585,189746,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1466,hungary,budapest,47.5,19.083333,1708088,1466,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1467,hungary,budapest,47.5,19.083333,1708088,1467,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1468,italy,gallarate,45.666667,8.783333,48529,7,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1469,italy,como,45.783333,9.083333,78582,7,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1470,italy,genova,44.416667,8.95,588688,1470,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1471,italy,milan,45.466667,9.2,1156903,1471,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1472,italy,rome,41.9,12.483333,2643736,1472,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1473,poland,bialystok,53.133333,23.15,291855,0,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1474,poland,gdansk,54.36085,18.658291,461865,1474,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1475,poland,poznan,52.416667,16.966667,570352,1475,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1476,serbia,belgrade,44.818611,20.468056,1115200,1476,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1477,serbia,belgrade,44.818611,20.468056,1115200,1477,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1478,sweden,goteborg,57.716667,11.966667,515253,1478,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1479,sweden,stockholm,59.333333,18.05,1253309,1479,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1480,united kingdom,london,51.514125,-0.093689,7421228,1480,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1481,united kingdom,london,51.514125,-0.093689,7421228,1481,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1482,united kingdom,birmingham,52.466667,-1.916667,984336,1482,NCT02283853,Multiple Sclerosis,RRMS,Drug,Phase 3,142,Biogen Investigational Site
1483,united states of america,new york,40.7141667,-74.0063889,8107916,1483,NCT02688985,Multiple Sclerosis,RRMS,Drug,Phase 3,99,Hoffmann-La Roche Investigational Site
1484,united states of america,columbus,39.9611111,-82.9988889,736836,1484,NCT02688985,Multiple Sclerosis,RRMS,Drug,Phase 3,99,Hoffmann-La Roche Investigational Site
1485,united states of america,oklahoma city,35.4675,-97.5161111,532950,1485,NCT02688985,Multiple Sclerosis,RRMS,Drug,Phase 3,99,Hoffmann-La Roche Investigational Site
1486,united states of america,latham,42.7469444,-73.7594444,20736,0,NCT02683863,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 4,20,Multiple Sclerosis Center of Northeastern New York
1487,united states of america,phoenix,33.4483333,-112.0733333,1428509,1487,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1488,united states of america,newport beach,33.6188889,-117.9280556,78702,102,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1489,united states of america,san francisco,37.775,-122.4183333,732072,1489,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1490,united states of america,aurora,39.7294444,-104.8313889,299780,286,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1491,united states of america,northbrook,42.1275,-87.8288889,34322,44,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1492,united states of america,kansas city,39.0997222,-94.5783333,442028,1492,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1493,united states of america,lenexa,38.9536111,-94.7333333,43331,1051,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1494,united states of america,golden valley,45.0097222,-93.3488889,20325,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1495,united states of america,golden valley,45.0097222,-93.3488889,20325,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1496,united states of america,chesterfield,38.6630556,-90.5769444,47128,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1497,united states of america,saint louis,38.6272222,-90.1977778,320916,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1498,united states of america,new york,40.7141667,-74.0063889,8107916,1498,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1499,united states of america,charlotte,35.2269444,-80.8433333,598351,1499,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1500,united states of america,columbus,39.9611111,-82.9988889,736836,1500,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1501,united states of america,uniontown,40.975,-81.4083333,2802,51,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1502,canada,halifax,44.65,-63.6,266012,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1503,canada,montreal,45.5,-73.583333,3268513,1503,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1504,canada,calgary,51.083333,-114.083333,968475,1504,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1505,canada,ottawa,45.416667,-75.7,874433,1505,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1506,canada,quebec,46.8,-71.25,645623,1506,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1507,canada,toronto,43.666667,-79.416667,4612187,1507,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1508,germany,bad mergentheim,49.4925,9.773611,22072,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1509,germany,bamberg,49.866667,10.866667,70471,777,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1510,germany,berlin,52.516667,13.4,3398362,1510,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1511,germany,bochum,51.483333,7.216667,387061,17,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1512,germany,dresden,51.05,13.75,480801,1512,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1513,germany,dusseldorf,51.216667,6.766667,577139,1513,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1514,germany,gottingen,51.533333,9.933333,123570,1516,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1515,germany,hamburg,53.55,10,1733846,1515,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1516,germany,hanover,52.366667,9.716667,519144,1516,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1517,germany,munich,48.15,11.5833,1246133,1517,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1518,germany,munich,48.15,11.5833,1246133,1518,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1519,germany,rostock,54.083333,12.133333,196833,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1520,germany,trier,49.75,6.633333,100649,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1521,germany,ulm,48.4,10,120745,768,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1522,germany,wurzburg,49.787778,9.936111,134499,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1523,italy,palermo,38.116667,13.366667,669582,1523,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1524,italy,firenze,43.766667,11.25,382808,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1525,italy,varese,45.8,8.833333,84371,7,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1526,italy,genova,44.416667,8.95,588688,1526,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1527,italy,milan,45.466667,9.2,1156903,1527,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1528,italy,torino,45.05,7.666667,892649,1528,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1529,italy,padova,45.416667,11.883333,205247,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1530,italy,rome,41.9,12.483333,2643736,1530,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1531,italy,rome,41.9,12.483333,2643736,1531,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1532,netherlands,amsterdam,52.35,4.916667,745811,1532,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1533,netherlands,nijmegen,51.833333,5.866667,158707,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1534,netherlands,geleen,50.965741,5.834752,33960,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1535,poland,bialystok,53.133333,23.15,291855,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1536,poland,bydgoszcz,53.127062,18.019987,366452,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1537,poland,gdansk,54.36085,18.658291,461865,1537,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1538,poland,katowice,50.258415,19.027545,317316,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1539,poland,katowice,50.258415,19.027545,317316,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1540,poland,katowice,50.258415,19.027545,317316,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1541,poland,kielce,50.833333,20.666667,208598,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1542,poland,konskie,51.191432,20.408217,20756,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1543,poland,lublin,51.25,22.566667,360044,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1544,poland,olsztyn,53.779949,20.494162,171803,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1545,poland,warsaw,52.25,21,1651676,1545,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1546,russia,kaluga,54.529302,36.275415,338982,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1547,russia,kazan,55.78874,49.122144,1104750,1547,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1548,russia,kirov,58.596654,49.660068,457387,1548,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1549,russia,krasnoyarsk,56.0091,92.8628,907460,1549,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1550,russia,moscow,55.752222,37.615556,10381288,1550,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1551,russia,nizhniy novgorod,56.326944,44.0075,1284176,1551,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1552,russia,novosibirsk,55.0415,82.9346,1419016,1552,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1553,russia,perm,58.009282,56.284063,982428,1553,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1554,russia,saint petersburg,59.894444,30.264167,4039751,1554,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1555,russia,saint petersburg,59.894444,30.264167,4039751,1555,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1556,russia,saint petersburg,59.894444,30.264167,4039751,1556,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1557,spain,barcelona,41.398371,2.1741,1570378,1557,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1558,spain,barcelona,41.398371,2.1741,1570378,1558,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1559,spain,el palmar,39.3,-0.316667,775,260,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1560,spain,lleida,41.616667,0.633333,119320,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1561,spain,madrid,40.408566,-3.69222,3102644,1561,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1562,spain,malaga,36.726666,-4.434802,557875,1562,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1563,spain,pozuelo de alarcon,40.432931,-3.813375,83173,262,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1564,spain,san sebastian,28.091627,-17.113314,8699,0,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1565,spain,sevilla,37.382408,-5.976133,686647,1565,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1566,spain,valencia,39.466667,-0.366667,769897,1566,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
1567,ukraine,dnipropetrovsk,48.46298,35.039043,979046,1567,NCT02284568,Multiple Sclerosis,Progressive Multiple Sclerosis,Drug,Phase 2,375,Teva Investigational Site
